Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-28 15:22:54,User_5403,AiML,"Learning Management System (e.g., Moodle, Google Classroom), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Tutorials ,Slight improvement,Equally engaged,Sometimes,Distractions,Lms,I don’t track
2024-09-28 15:22:54,User_1264,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,Chat GPT,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:54,User_4670,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Increased engagement, More efficient study habits",Youtube,No change,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_3914,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,More efficient study habits,"unreal engine , figma",Significant improvement,Equally engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_7979,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Yes,Increased engagement,Youtube,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",While using digital learning tools there should not be any notifications popping out that cause the distraction.,Through app usage statistics
2024-09-28 15:22:54,User_6150,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Youtube...anatomy learning app,Significant improvement,Less engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_9778,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement",YouTube & chatgpt,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:54,User_7947,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, Option ,Better time management","Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:54,User_7999,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Enhanced understanding of subjects, Option ,Better time management",Education apps,Significant improvement,More Engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_2725,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits",Online tutorials ,Slight improvement,Less engaged,Yes,"Technical issues, Distractions",Free Availability ,Self-tracking
2024-09-28 15:22:54,User_9170,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,None,Online learning platform like coursera etc,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:54,User_8835,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Coursera,Significant improvement,Equally engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_2885,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Increased engagement, More efficient study habits",YouTube ,Slight improvement,Less engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_4269,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,"instagram,linkedin",Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:54,User_4960,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Smart phone,Significant improvement,Less engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_6116,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,Enhanced understanding of subjects,"Coursera,Nptel,Bentley",Slight improvement,More Engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:54,User_9526,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,Increased engagement,Learning management system (Moodle),Slight improvement,More Engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:54,User_9193,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Education apps,Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:54,User_6435,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,More efficient study habits,Coursera,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:54,User_3522,CSE(CS),"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), E-books",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Online tutorials ,Slight improvement,More Engaged,Yes,"Technical issues, Distractions, Overwhelming amount of tools",Nil current features are great,I don’t track
2024-09-28 15:22:54,User_3363,CSE(CS),"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), E-books",Laptop,1-3 hours,Yes,More efficient study habits,Tutorials ,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Overwhelming amount of tools",Nil current features are great,I don’t track
2024-09-28 15:22:54,User_4387,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Education apps,Slight improvement,More Engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:54,User_5566,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits","unreal engine , figma",Significant improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:54,User_8284,AI&DS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,More efficient study habits,Moodle,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Obstacles happening coz of premium content should be minimized,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:54,User_3766,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",You Tube ,Significant improvement,Less engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:54,User_6946,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,"Option ,Better time management, More efficient study habits",YouTube ,Slight improvement,More Engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:54,User_2095,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, Option ,Better time management",Coursera,Significant improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:54,User_1365,ECE,Online Tutorials,Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",Education apps,Slight improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools",more user-friendly ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:54,User_6964,CSE,Online Tutorials,Laptop,1-3 hours,Yes,"Option ,Better time management, More efficient study habits","Coursera,Nptel,Bentley",Slight improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Have no idea,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_6595,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Cour3,Significant improvement,Less engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:54,User_6901,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,"Option ,Better time management",None,Slight improvement,Less engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:54,User_2848,ECE,Online Tutorials,Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Youtube,Significant improvement,More Engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools",more user-friendly ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:54,User_4520,CSE,Online Tutorials,Laptop,1-3 hours,Yes,Enhanced understanding of subjects,"Live Classes, Video Conference, e-learning courses",Slight improvement,More Engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Have no idea,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_8574,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits","google, youtube , chatgpt",Slight improvement,Equally engaged,Sometimes,None,None,I don’t track
